점검시행일자,점검종료일자,점검진단결과등급,점검진단결과내용,손상요약내용,조치요약내용,긴급보수도,붕괴유발부재여부,시설물명,안전성평가등급,,
2003-04-29,2003-04-29,B,,,,,,용안교,A,,
2004-12-01,2004-12-31,B,대체로 양호,,,B,N,읍내교,A,,
2004-12-01,2004-12-31,A,양호,,,A,N,모악육교(하),A,,
2004-12-01,2004-12-31,A,양호,,,B,N,대야I.C3교(상),A,,
2004-12-01,2004-12-31,B,대체로 양호,일부 균열,정기적으로 점검요망,B,N,복교(상),A,,
2002-06-21,2002-06-21,C,,,,,N,목리교(상),A,,
2001-12-11,2001-12-11,C,,,,,N,목사동1교,A,,
2002-02-05,2002-02-05,C,,,,,N,목사동1교,A,,
2002-05-10,2002-05-10,C,,,,,N,묘령교(이관),A,,
2002-06-11,2002-06-11,C,,,,,N,묘령교(이관),A,,
2000-07-28,2000-07-28,C,,,,,N,묘령교(이관),A,,
2000-06-20,2000-06-20,C,,,,,N,연지교,A,,
2003-01-17,2003-01-17,C,,,,,N,연화교,A,,
2002-02-06,2002-02-06,C,,,,,N,옥과교,A,,
2002-06-24,2002-06-24,C,,,,,N,오지2교,A,,
1996-11-15,1996-11-15,C,"신축이음(A1,A2)부 후타재 균열및 콘크리트 탈락
난간및 연석부균열(A2) 지속적인 관찰 요망",,,,,양덕교*,A,,
2002-12-20,2002-12-20,A,,,,,,공덕대교(상),A,,
1997-11-21,1997-11-21,C,교대 신축이음부 누수로 인한 백태,,,,,명덕교,A,,
1998-08-18,1998-08-18,C,슬래브 측면에 누수 및 백태가 발생한 상태이나 전반적으로 양호함.,,,,,연월교,A,,
2004-12-17,2004-12-17,B,"교대, 교각 미세균열",교좌장치작동불량,지속적인 점검실시,A,N,복교,A,,
2000-03-22,2000-03-22,C,,,,,N,문덕교,A,,
2003-05-20,2003-05-20,C,,,,,N,문덕교,A,,
1999-12-15,1999-12-15,C,,,,,N,배산교(이관),A,,
2003-08-11,2003-08-11,C,,,,,N,백천교,A,,
2000-07-27,2000-07-27,C,,,,,N,옥전교,A,,
2000-12-20,2000-12-20,C,,,,,N,운대교(이관),A,,
1995-12-08,1995-12-08,C,,,,,N,원봉교,A,,
2003-07-22,2003-07-22,C,,,,,N,원봉교,A,,
2000-12-07,2000-12-07,C,양호,,,,,거석1교,A,,
1999-11-17,1999-11-17,C,"-S2∼S6 부분적인 백태현상 발견.
-교대(A2) 부분적인 누수에 의한 백태 발견. -P6 누수 및 콘크리트 파손, 측면 콘크리트 들뜸현상 발견. -교좌장치 편심(15EA) 및 배치불량(16EA), 작동불량(8EA).
-신축이음장치 A2 후타재와 포장면의 미소한 단차 발견.",,,,,월암교,A,,
2001-11-20,2001-11-20,C,교대 파라펫 측면 콘크리트 박리,,,,,창천교,A,,
2005-01-27,2005-01-27,A,양호,상태양호,없음,A,N,영신1교,A,,
2005-01-27,2005-01-27,B,대체로 양호,손상미비,없음,A,N,너릿재터널(하),A,,
1995-11-06,1995-11-06,C,,,,,N,보성교(이관),A,,
1999-11-22,1999-11-22,C,,,,,N,봉강교,A,,
1999-09-10,1999-09-10,C,,,,,N,봉덕교,A,,
2002-07-19,2002-07-19,C,,,,,N,이읍교,A,,
2000-12-22,2000-12-22,C,외관상 대체로 양호하나 주기적으로 관찰이 요구됨.,,,,,격포교(이관),A,,
2001-12-20,2001-12-20,C,,,,,,학남교,A,,
2001-12-20,2001-12-20,C,외관상 양호함,,,,,용복교,A,,
2001-11-20,2001-11-20,C,,,,,,황등2교,A,,
2001-12-12,2001-12-12,C,슬래브하면에 0.1~0.2m/m 미세균열이 발생하였으나 초기건조수축으로 판단됨.,,,,,세동2교,A,,
2002-10-08,2002-10-08,C,양호,,,,,옥산육교(하),A,,
2005-01-30,2005-01-30,B,대체로 양호,손상 미비,없음,B,N,제2황룡교,A,,
2005-01-01,2005-01-31,B,대체로 양호,없음,없음,B,N,낙수교,A,,
2005-01-01,2005-01-31,A,양호,없음,없음,A,N,원당1교(상),A,,
2001-12-11,2001-12-11,C,,,,,N,봉덕교,A,,
2000-08-14,2000-08-14,C,,,,,N,봉서1교,A,,
2003-07-09,2003-07-09,C,,,,,N,봉서2교,A,,
2000-09-14,2000-09-14,C,,,,,N,봉서2교,A,,
2002-06-05,2002-06-05,C,,,,,N,장안교,A,,
1999-11-23,1999-11-23,C,,,,,N,장전교(확),A,,
2002-11-19,2002-11-19,C,,,,,N,장항교(이관),A,,
2002-09-23,2002-09-23,C,,,,,,원평교,A,,
2002-09-25,2002-09-25,C,,,,,,읍내교,A,,
2002-10-22,2002-10-22,C,외관상 대체로 양호,,,,,운교,A,,
1995-11-18,1995-11-18,C,,,,,,용암교,A,,
1988-01-01,1988-01-01,C,,,,,,정자교,A,,
2005-01-31,2005-01-31,A,전체적으로 양호,,,A,N,백산1교,A,,
2004-12-29,2004-12-29,B,대체로 양호,,,B,N,구고교,A,,
1988-01-01,1988-01-01,C,,,,,,연화교,A,,
2005-01-05,2005-01-06,B,양호,헌치부 균열,주의 관찰 요망,E,N,계월교,A,,
2005-01-14,2005-01-14,B,양호,양호,없음,E,N,송치1교(상),A,,
2001-11-21,2001-11-21,C,,,,,N,봉황교,A,,
2001-08-21,2001-08-21,C,,,,,N,봉정교,A,,
2003-05-07,2003-05-07,C,,,,,N,비룡교,A,,
1997-02-24,1997-02-24,C,,,,,N,부산교,A,,
2003-02-21,2003-02-21,C,,,,,N,사포교,A,,
2003-01-06,2003-01-06,C,,,,,N,장항교(이관),A,,
2002-06-18,2002-06-18,C,,,,,N,장천2교,A,,
2002-07-24,2002-07-24,C,,,,,N,장천2교,A,,
2001-10-25,2001-10-25,C,,,,,N,장흥대교,A,,
2003-03-27,2003-03-27,C,,,,,N,접정교,A,,
1999-10-22,1999-10-22,C,,,,,N,정자교,A,,
2003-01-28,2003-01-28,B,,,,,,오성교,A,,
2004-11-02,2004-11-30,A,거더 S2 미세균열,손상미비,없음,A,N,양유교,A,,
2003-08-22,2003-08-22,C,,,,,N,흥업교,A,,
2002-08-09,2002-08-09,C,,,,,N,감천교(이관),A,,
1999-11-08,1999-11-08,C,,,,,N,감천교(이관),A,,
2001-02-08,2001-02-08,C,,,,,N,감천교(이관),A,,
2003-03-20,2003-03-20,C,,,,,N,흥업교,A,,
2003-08-05,2003-08-05,C,,,,,N,계월교,A,,
1999-07-12,1999-07-12,C,,,,,N,계월교,A,,
2000-07-20,2000-07-20,C,,,,,N,곡천교,A,,
2001-12-19,2001-12-19,C,,,,,N,곡천교,A,,
2003-03-18,2003-03-18,C,,,,,N,곡천교,A,,
2003-04-15,2003-04-15,C,,,,,N,광양2교,A,,
2003-03-21,2003-03-21,C,,,,,N,산동육교,A,,
2000-11-23,2000-11-23,C,,,,,N,산동육교,A,,
2001-07-27,2001-07-27,C,,,,,N,산정교,A,,
1995-12-04,1995-12-04,C,,,,,N,삼수교,A,,
2001-05-22,2001-05-22,C,,,,,N,산수교,A,,
2002-01-14,2002-01-14,C,,,,,N,산수교,A,,
2000-01-26,2000-01-26,C,,,,,N,삼수교,A,,
1996-04-08,1996-04-08,C,,,,,N,서동교(확),A,,
1999-09-13,1999-09-13,C,,,,,N,서시1교(상),A,,
2002-12-23,2002-12-23,C,,,,,N,명덕교,A,,
1995-09-12,1995-09-12,C,,,,,N,명덕교,A,,
1998-10-08,1998-10-08,C,배수파이프 길이부족(3EA),,,,N,무주대교,A,,
2002-04-11,2002-04-11,C,,,,,N,무주대교,A,,
2000-03-17,2000-03-17,C,,,,,N,운암교,A,,
2000-05-26,2000-05-26,C,,,,,N,운암교,A,,
2002-05-14,2002-05-14,C,,,,,N,원촌교,A,,
1999-03-02,1999-03-02,C,,,,,N,율천교(이관),A,,
2002-08-19,2002-08-19,B,,,,,N,남외교(이관)*,A,,
2003-02-25,2003-02-25,B,,,,,N,남외교(이관)*,A,,
2003-09-30,2003-09-30,B,,,,,N,기운교,A,,
2001-07-10,2001-07-10,B,,,,,N,남창교,A,,
2002-02-08,2002-02-08,B,양호,,,,N,녹사교,A,,
1995-08-25,1995-08-25,B,,,,,N,다곡교,A,,
1998-12-10,1998-12-10,B,,,,,N,사수2교,A,,
2002-02-20,2002-02-20,B,,,,,N,사수2교,A,,
2003-06-20,2003-06-20,B,,,,,N,사창교*,A,,
2001-01-11,2001-01-11,B,,,,,N,사창교*,A,,
2001-02-15,2001-02-15,B,,,,,N,사창교*,A,,
2003-03-26,2003-03-26,B,,,,,N,사평교(이관)*,A,,
1997-02-06,1997-02-06,C,,,,,N,반월교,A,,
2002-02-08,2002-02-08,B,후타재 표면 박리 및 균열,,,,N,담양교(철거),A,,
1996-12-16,1996-12-16,B,,,,,N,단광교,A,,
2003-06-20,2003-06-20,B,,,,,N,대방교,A,,
1999-06-07,1999-06-07,B,,,,,N,대방교,A,,
2002-06-14,2002-06-14,B,,,,,N,대야교,A,,
1999-08-18,1999-08-18,B,,,,,N,대야교,A,,
2003-01-14,2003-01-14,B,,,,,N,삼다교,A,,
2003-08-21,2003-08-21,B,,,,,N,산동교,A,,
1996-12-18,1996-12-18,B,,,,,N,삼학교,A,,
2001-04-18,2001-04-18,B,,,,,N,삼학교,A,,
2002-10-25,2002-10-25,B,,,,,N,삼호대교*,A,,
2002-04-25,2002-04-25,B,,,,,N,서남문대교,A,,
2003-03-21,2003-03-21,B,,,,,N,석현교,A,,
2000-11-16,2000-11-16,B,,,,,N,석현교,A,,
2002-08-20,2002-08-20,B,,,,,N,성산교,A,,
2003-07-15,2003-07-15,B,,,,,N,소교,A,,
2000-07-07,2000-07-07,B,,,,,N,순용교,A,,
2001-06-12,2001-06-12,B,,,,,N,신광교,A,,
2003-01-16,2003-01-16,B,,,,,N,신광교,A,,
2003-04-22,2003-04-22,B,,,,,N,신동창교,A,,
2002-03-07,2002-03-07,B,,,,,N,신안교(상),A,,
1997-12-17,1997-12-17,B,,,,,N,신율교,A,,
2000-09-22,2000-09-22,B,,,,,N,신촌교,A,,
2002-02-08,2002-02-08,B,"슬래브 저면 보수, 보강 상태",,,,N,신학교,A,,
2002-07-22,2002-07-22,B,,,,,N,쌍웅1교,A,,
1996-12-23,1996-12-23,B,,,,,N,양각교(철거),A,,
2002-06-11,2002-06-11,B,,,,,N,압곡교,A,,
1995-12-21,1995-12-21,B,,,,,N,양각교(철거),A,,
2001-10-15,2001-10-15,B,,,,,N,양유교,A,,
2002-09-24,2002-09-24,B,,,,,N,어성교,A,,
2002-02-20,2002-02-20,B,,,,,N,영광IC육교,A,,
2003-06-16,2003-06-16,B,,,,,N,영안1교,A,,
2002-04-29,2002-04-29,B,,,,,N,영춘교,A,,
1999-05-06,1999-05-06,B,,,,,N,영춘교,A,,
2002-10-14,2002-10-14,B,,,,,N,오례교,A,,
2001-10-29,2001-10-29,B,,,,,N,옥천교(24)*,A,,
2002-02-06,2002-02-06,B,,,,,N,옥천교(하),A,,
2000-12-26,2000-12-26,B,,,,,N,완도교,A,,
2001-08-13,2001-08-13,B,,,,,N,와탄교,A,,
1998-09-18,1998-09-18,B,,,,,N,용두교,A,,
1998-03-11,1998-03-11,B,,,,,N,용두교(상),A,,
2002-02-11,2002-02-11,B,,,,,N,용생교(이관)*,A,,
1995-12-22,1995-12-22,B,,,,,N,용치교,A,,
1997-12-17,1997-12-17,B,,,,,N,우봉교(상),A,,
2003-05-25,2003-05-25,B,,,,,N,용치교,A,,
2003-07-25,2003-07-25,B,배수구 길이부족,,,,N,원리교,A,,
1999-09-15,1999-09-15,B,,,,,N,원흥교,A,,
2001-11-20,2001-11-20,B,,,,,N,원리교,A,,
2003-05-20,2003-05-20,B,,,,,N,원호교(이관)*,A,,
2001-05-14,2001-05-14,B,,,,,N,월남교,A,,
2003-02-21,2003-02-21,B,,,,,N,월남교,A,,
2003-07-25,2003-07-25,B,교대 미세균열,,,,N,월신1교,A,,
2001-08-02,2001-08-02,B,,,,,N,유천교(철거),A,,
1995-06-27,1995-06-27,B,,,,,N,임회교,A,,
2003-10-20,2003-10-20,B,,,,,N,입교,A,,
2002-09-19,2002-09-19,B,,,,,N,이양철도육교,A,,
2002-02-08,2002-02-08,B,양호,,,,N,입석교,A,,
2003-02-27,2003-02-27,B,,,,,N,입석교,A,,
2000-05-16,2000-05-16,B,,,,,N,입석교,A,,
2003-09-26,2003-09-26,B,,,,,N,장성교,A,,
2002-02-21,2002-02-21,B,,,,,N,제1응용교,A,,
2002-04-12,2002-04-12,B,,,,,N,제1응용교,A,,
2003-05-21,2003-05-21,B,,,,,N,제2벽송교(이관)*,A,,
2002-04-26,2002-04-26,C,,,,,N,척동교,A,,
2000-02-17,2000-02-17,C,,,,,N,진안천교,A,,
2003-02-19,2003-02-19,C,,,,,N,천천1교,A,,
1999-04-13,1999-04-13,C,,,,,N,천천교,A,,
2001-12-14,2001-12-14,C,,.외관상 대체로 양호하며 지속적인 관찰요망,,,N,천천교,A,,
1999-08-27,1999-08-27,C,,,,,N,필봉교,A,,
2000-12-11,2000-12-11,C,,.외관상 대체로 양호,,,N,필봉교,A,,
1998-05-28,1998-05-28,C,,,,,N,화음교,A,,
2002-09-24,2002-09-24,B,,,,,N,제2황룡교,A,,
1998-05-20,1998-05-20,C,,.포장일부 소성변형,,,N,지당교,A,,
2001-02-20,2001-02-20,C,"배수 파이프막힘, 포장면 모래 적치",,,,N,지당교,A,,
2002-11-22,2002-11-22,C,,.외관상 대체로 양호,,,N,지당교,A,,
1998-11-24,1998-11-24,C,외관상 대체로 양호  /  배수파이프 길이부족(11EA),,,,N,진안천교,A,,
1997-11-19,1997-11-19,C,,,,,N,차동교,A,,
2000-01-26,2000-01-26,C,,,,,N,청단교,A,,
2002-11-08,2002-11-08,C,,,,,N,차동교,A,,
1997-02-20,1997-02-20,C,이외 진전사항 없음,,,,N,백련교,A,,
1996-09-11,1996-09-11,C,"S1, S2 종방향 미세균열(0.1m/m 내외)",,,,N,백련교,A,,
1997-07-04,1997-07-04,C,,,,,N,백암교,A,,
2002-08-22,2002-08-22,C,,,,,N,백암교,A,,
2000-10-25,2000-10-25,C,,,,,N,백화교,A,,
2001-10-16,2001-10-16,C,,,,,N,인월교(이관),A,,
1995-11-18,1995-11-18,C,,,,,N,잠두1교,A,,
1998-01-24,1998-01-24,C,,,,,N,사정1교,A,,
1998-10-20,1998-10-20,C,배수파이프 길이 부족,,,,N,사정1교,A,,
2003-06-24,2003-06-24,C,"상판: 미세균열 및 거북등 균열이 있음, 교각: 두부 미세균열과 약간의 백태현상",,,,N,장계2교,A,,
2003-03-20,2003-03-20,C,,,,,N,장기교,A,,
2000-10-20,2000-10-20,B,,,,,N,덕촌육교,A,,
2001-07-10,2001-07-10,B,,,,,N,덕촌육교,A,,
2002-06-19,2002-06-19,B,,,,,N,도고1교,A,,
2003-07-24,2003-07-24,B,,,,,N,도고1교,A,,
1998-01-15,1998-01-15,B,,,,,N,동강교,A,,
2003-05-21,2003-05-21,C,,,,,N,풍남교,A,,
2000-10-25,2000-10-25,C,,,,,N,한수교,A,,
2003-04-22,2003-04-22,C,,,,,N,하산교(이관),A,,
2003-05-14,2003-05-14,C,,,,,N,한천교(이관),A,,
2002-02-06,2002-02-06,C,,,,,N,사정2교,A,,
2000-07-06,2000-07-06,C,,,,,N,삼가교,A,,
1998-02-13,1998-02-13,C,외관상 대체로 양호,,,,N,삼공교,A,,
2000-05-15,2000-05-15,C,,,,,N,장수교(이관),A,,
2001-07-20,2001-07-20,C,,,,,N,장수교(이관),A,,
1999-10-21,1999-10-21,C,,.슬래브저면 미세균열,,,N,장안교,A,,
2000-08-25,2000-08-25,C,,,,,N,적상교,A,,
2001-08-21,2001-08-21,B,,,,,N,동강교,A,,
2002-04-25,2002-04-25,B,,,,,N,동복교,A,,
2001-09-19,2001-09-19,B,,,,,N,동외교(18-2)(이관)*,A,,
1998-08-12,1998-08-12,B,,,,,N,동창교(23),A,,
2002-03-19,2002-03-19,C,,,,,N,해창3교(이관),A,,
2003-10-14,2003-10-14,C,,,,,N,화산교,A,,
1998-05-26,1998-05-26,C,,,,,N,가옥교,A,,
2001-10-16,2001-10-16,C,,,,,N,가옥교,A,,
1998-03-13,1998-03-13,C,외관상 대체로 양호,,,,N,상오정교,A,,
2002-10-29,2002-10-29,C,,.T형 빔 측면과 교각두부에 부분적 미세균열 발견되었으며 지속적인 관찰이 필요함,,,N,서호교,A,,
2002-03-13,2002-03-13,C,교면청소 요함,,,,N,성수육교(확),A,,
1996-11-07,1996-11-07,C,,,,,N,갈담교,A,,
2003-01-23,2003-01-23,C,,,,,N,갈담교,A,,
1994-11-08,1994-11-08,C,,제1경간 휨균열이 일부 존재하며 제4경간 중앙부 휨균열이(0.5m/m) 존재하며 좌측부에 미세균열이 심하게 존재하고 철근도 일부 노출됨.,,,N,종평교,A,,
2002-02-08,2002-02-08,B,슬래브 건조수축균열,,,,N,호교교(이관)*,A,,
2001-06-07,2001-06-07,B,,,,,N,람덕과선교,A,,
2001-04-18,2001-04-18,B,,,,,N,종산육교,A,,
2001-05-02,2001-05-02,B,,,,,N,종산육교,A,,
2001-11-13,2001-11-13,B,,,,,N,종산육교,A,,
2002-09-26,2002-09-26,B,,,,,N,종산육교,A,,
2002-11-29,2002-11-29,B,,,,,N,종산육교,A,,
1996-12-19,1996-12-19,B,,,,,N,매정교,A,,
1997-12-17,1997-12-17,B,,,,,N,매정교,A,,
2000-11-13,2000-11-13,C,,,,,N,갈담교,A,,
2002-12-27,2002-12-27,C,,,,,N,갈담교,A,,
2001-01-11,2001-01-11,C,,,,,N,갈마교(30),A,,
2002-10-18,2002-10-18,C,,,,,N,강진교,A,,
1994-10-30,1994-10-30,C,,T빔교의 전형적인 손상형태를 보이고 있음. 설계하중 DB18로 확장구간의 DB24와 차이가 있으므로 보수후 보강 필요,,,N,성수육교(확),A,,
1998-07-15,1998-07-15,C,,,,,N,시산교,A,,
2002-08-21,2002-08-21,C,"STEEL BOX 녹 발생,  포장일부 포트홀(직영보수완료)",,,,N,성수육교(확),A,,
2003-08-26,2003-08-26,C,,,,,N,시산교,A,,
2002-05-15,2002-05-15,C,,,,,N,시산교,A,,
2001-07-20,2001-07-20,C,,,,,N,신기교,A,,
2002-07-26,2002-07-26,C,,,,,N,신기교,A,,
1997-06-24,1997-06-24,B,,,,,N,화림교(상),A,,
1997-09-10,1997-09-10,B,,,,,N,호교교(이관)*,A,,
2002-05-24,2002-05-24,B,,,,,N,합수목교,A,,
2000-11-24,2000-11-24,B,,,,,N,함평교(철거),A,,
2003-01-29,2003-01-29,B,신축이음 후타재 파손,,,,N,주평대교,A,,
1995-06-28,1995-06-28,B,,,,,N,진도대교,A,,
2001-01-19,2001-01-19,C,,,,,N,종평교,A,,
1999-04-30,1999-04-30,C,,".중차량의 과속운행에 의한 응력집중 및 반복하중, 시공불량, 외부충격등에 의한 배수관 길이부족, 파손, 탈락, 주형 및 가로보균열, 철근노출, 재료분리, 슬래브하면의 누수, 백화, 교좌장치의 유간부족, 변형이 나타났다.",,,N,강진교,A,,
2002-03-27,2002-03-27,C,,,,,N,개정교(철거),A,,
2000-08-25,2000-08-25,C,,,,,N,구고교,A,,
1996-04-04,1996-04-04,C,,,,,N,신촌교,A,,
2000-10-25,2000-10-25,C,,,,,N,신흥교,A,,
2000-12-06,2000-12-06,C,,.외관상 대체로 양호하나 배수시설이 불량함,,,N,안곡육교,A,,
1996-06-19,1996-06-19,C,,,,,N,안성교,A,,
1996-07-26,1996-07-26,C,,,,,N,안성교,A,,
2002-05-07,2002-05-07,B,,,,,N,학야교,A,,
2002-12-10,2002-12-10,B,,,,,N,학교철도육교(철거),A,,
2003-08-18,2003-08-18,B,,,,,N,학교철도육교(철거),A,,
1999-06-23,1999-06-23,B,,,,,N,학교교,A,,
1999-06-03,1999-06-03,B,,,,,N,청천교(확)*,A,,
2001-10-17,2001-10-17,B,,,,,N,추성교,A,,
2002-02-20,2002-02-20,B,,,,,N,추성교,A,,
2001-06-26,2001-06-26,C,,,,,N,구룡육교,A,,
2002-12-27,2002-12-27,C,,,,,N,구미교,A,,
2002-03-27,2002-03-27,C,,,,,N,구룡육교,A,,
2000-05-24,2000-05-24,C,,,,,N,국평교,A,,
1997-05-29,1997-05-29,C,,,,,N,안성교,A,,
2003-01-21,2003-01-21,C,,,,,N,안성교,A,,
2003-06-20,2003-06-20,C,,,,,N,안성교,A,,
2002-01-29,2002-01-29,C,"노면 모래 및 잡초제거, 난간 연석 미세균열",,,,N,안양교,A,,
1999-12-10,1999-12-10,C,,,,,N,여원교,A,,
2002-11-28,2002-11-28,C,,,,,N,연산교,A,,
2000-10-20,2000-10-20,B,,,,,N,학교고가교,A,,
2001-05-15,2001-05-15,B,,,,,N,학교고가교,A,,
1995-08-24,1995-08-24,B,,,,,N,광대교(상),A,,
2002-11-15,2002-11-15,B,,,,,N,광대교(상),A,,
2001-12-11,2001-12-11,B,,,,,N,평수교,A,,
1995-06-27,1995-06-27,B,,,,,N,포서교,A,,
1998-04-30,1998-04-30,B,,,,,N,품평교,A,,
1995-12-22,1995-12-22,B,,,,,N,감산교,A,,
2001-12-10,2001-12-10,B,,,,,N,가수교,A,,
2003-06-20,2003-06-20,C,,,,,N,구천교,A,,
2003-04-23,2003-04-23,C,,,,,N,국평교,A,,
1997-06-23,1997-06-23,C,,,,,N,국포교,A,,
2002-09-24,2002-09-24,C,,,,,N,군하교,A,,
2002-07-22,2002-07-22,C,,,,,N,군하육교,A,,
2003-02-25,2003-02-25,C,포트홀 2개소,,,,N,오수교,A,,
1997-08-14,1997-08-14,C,,,,,N,오정교,A,,
2003-01-24,2003-01-24,C,노면청소요망,,,,N,오정교,A,,
1999-06-22,1999-06-22,C,,,,,N,오정교,A,,
2000-05-19,2000-05-19,B,,,,,N,구림교*,A,,
2000-06-15,2000-06-15,B,,,,,N,구림교*,A,,
2001-06-15,2001-06-15,B,,,,,N,구미교,A,,
2003-01-29,2003-01-29,B,후타재와 포장사이 일부 단차 및 틈 발생,,,,N,구밀교,A,,
2003-04-22,2003-04-22,B,,,,,N,구밀교,A,,
1996-03-12,1996-03-12,B,,,,,N,구미교,A,,
2003-06-11,2003-06-11,B,,,,,N,구봉교,A,,
2000-07-14,2000-07-14,B,,,,,N,경렬교,A,,
2003-02-20,2003-02-20,B,,,,,N,고도교(암거교체),A,,
2003-07-25,2003-07-25,B,콘크리트 난간 노후화,,,,N,고도교(암거교체),A,,
2002-06-12,2002-06-12,C,,,,,N,군하육교,A,,
1998-03-14,1998-03-14,C,,,,,N,금지교,A,,
1997-09-02,1997-09-02,C,,.외관상 대체로 양호,,,N,남악교,A,,
2002-05-29,2002-05-29,C,,,,,N,옥천교(이관),A,,
2002-11-08,2002-11-08,C,,.대체로 양호하며 신축이음 일부 파손,,,N,옥천교(이관),A,,
2002-06-12,2002-06-12,C,,,,,N,용담교,A,,
1999-04-06,1999-04-06,B,,,,,N,구산교(13)*,A,,
1998-09-18,1998-09-18,B,,,,,N,구산교(1)(확),A,,
2002-12-19,2002-12-19,B,,,,,N,구산교(1)(확),A,,
2002-02-08,2002-02-08,B,교명주 탈색,,,,N,구산교(13)*,A,,
2003-09-22,2003-09-22,B,,,,,N,구산교(13)*,A,,
2002-08-14,2002-08-14,B,,,,,N,구암교,A,,
2001-12-18,2001-12-18,B,,,,,N,고령교,A,,
2002-04-17,2002-04-17,B,,,,,N,매정교,A,,
2003-01-22,2003-01-22,B,,,,,N,미학2교,A,,
1997-02-11,1997-02-11,B,,,,,N,복교,A,,
2000-09-05,2000-09-05,C,,,,,N,남악교,A,,
2000-04-15,2000-04-15,C,,,,,N,내오천교,A,,
2003-01-24,2003-01-24,C,A2(좌) 교명주 받침파손 날개벽 전도,,,,N,당월교,A,,
2002-09-24,2002-09-24,C,,,,,N,내오천교,A,,
2000-09-06,2000-09-06,C,,,,,N,용은교(확),A,,
1998-08-11,1998-08-11,C,,,,,N,우화육교,A,,
2002-05-23,2002-05-23,B,,,,,N,금능교(하),A,,
2001-12-19,2001-12-19,B,,,,,N,금아교,A,,
2001-01-19,2001-01-19,B,,,,,N,금성교,A,,
2002-03-15,2002-03-15,B,,,,,N,백호육교,A,,
1999-10-11,1999-10-11,B,,,,,N,복교,A,,
2002-06-18,2002-06-18,B,,,,,N,복교,A,,
2003-06-19,2003-06-19,B,,,,,N,봉상1교,A,,
1998-09-18,1998-09-18,B,,,,,N,사수1교,A,,
2000-07-10,2000-07-10,C,,,,,N,동은교,A,,
1999-02-23,1999-02-23,C,외관상 대체로 양호,,,,N,동촌교,A,,
2003-08-28,2003-08-28,C,,,,,N,동촌교,A,,
1996-07-05,1996-07-05,C,,,,,N,명덕교,A,,
2003-03-11,2003-03-11,C,,,,,N,대리교(철거),A,,
2003-04-08,2003-04-08,C,,,,,N,대리교(철거),A,,
2003-08-22,2003-08-22,C,,,,,N,대덕교,A,,
2000-04-11,2000-04-11,C,,,,,N,도산교,A,,
2000-11-27,2000-11-27,C,,,,,N,도산교,A,,
2002-11-29,2002-11-29,C,,,,,N,대평1교,A,,
2000-09-20,2000-09-20,C,,,,,N,덕천교,A,,
2001-06-28,2001-06-28,C,,,,,N,덕천교,A,,
2001-09-21,2001-09-21,C,,,,,N,덕천교,A,,
2001-10-30,2001-10-30,C,,,,,N,덕천교,A,,
1999-11-23,1999-11-23,C,,,,,N,대리교(철거),A,,
2000-01-27,2000-01-27,C,,,,,N,대리교(철거),A,,
1996-04-08,1996-04-08,C,,,,,N,동막1교,A,,
1996-07-25,1996-07-25,C,,,,,N,동막1교,A,,
2000-02-10,2000-02-10,C,,,,,N,도청교,A,,
2000-06-20,2000-06-20,C,,,,,N,도청교,A,,
2003-03-05,2003-03-05,C,,,,,N,덕천교,A,,
2001-07-24,2001-07-24,C,,,,,N,동막1교,A,,
2002-01-07,2002-01-07,C,,,,,N,쌍암교,A,,
1998-06-25,1998-06-25,C,,,,,N,연곡교,A,,
